ID,V1,V2,V3,V4
1178,3.3811,-3.456,-0.8172,-3.6684
1179,-0.34775,-0.99138,1.7317,4.1905
1180,7.8383,-1.2151,3.2303,-3.5348
1181,-1.7176,-0.21036,-1.2424,-0.52553
1182,-4.4491,0.94308,-0.36025,2.1067
1183,-2.6612,1.1991,4.6361,2.8358
1184,10.2159,-4.0069,2.6682,-3.4414
1185,10.0152,-3.8582,4.7181,-3.9486
1186,0.7097,-0.4444,0.3798,0.7572
1187,3.7908,-4.1802,-4.1244,-0.6532
1188,-6.5866,-0.021566,-1.8782,4.8486
1189,-1.7838,1.2418,-0.24037,2.135
1190,-6.1666,-0.34355,2.1526,8.0831
1191,1.9347,-1.0897,-0.86339,-2.3729
1192,-0.52157,1.2017,0.22432,-0.40386
1193,-6.7687,0.89912,-1.7976,6.6753
1194,-3.2261,1.1836,-0.66008,3.8058
1195,2.87,0.5099,2.7296,0.51124
1196,9.3717,-3.9564,3.5458,-4.0351
1197,9.7545,-2.9957,2.5817,-3.1749
1198,8.8067,-4.2267,-0.12196,0.94566
1199,4.5192,-4.2629,-2.8619,-0.58123
1200,-0.99336,-0.29312,2.0597,5.2119
1201,5.8125,-0.66553,3.0009,-2.2306
1202,4.8772,-5.8198,0.27331,-4.9194
1203,0.5586,-0.66423,-0.62043,-0.38587
1204,3.3418,-0.99785,-4.2932,0.77258
1205,-7.4474,0.36119,-0.77288,6.492
1206,11.1471,-3.4638,-2.4953,1.9353
1207,7.8652,-0.71984,4.9923,-2.3515
1208,6.1498,-1.2371,2.549,-1.1605
1209,-0.14289,0.045675,-3.2051,0.97565
1210,5.9408,-0.60863,5.8782,-2.8544
1211,11.5092,-6.8194,-1.1804,0.15565
1212,-0.94991,0.3211,0.4283,-1.0731
1213,-4.5567,-0.056479,-2.4561,6.4534
1214,10.4229,-4.9728,3.7982,-4.1602
1215,9.1813,-4.3263,4.2899,-4.6067
1216,4.5564,-2.8987,2.3917,-4.9888
1217,8.6164,-1.2009,3.5499,-3.2794
1218,7.6273,-3.6241,-0.16735,1.2061
1219,-7.7268,-1.4543,-4.3876,11.9655
1220,0.70758,1.8663,2.8969,2.29
1221,1.198,0.94696,4.2458,0.66633
1222,-4.5153,1.4448,0.2346,2.1195
1223,3.4287,-1.1672,-4.4996,0.56265
1224,5.14,-5.4306,-3.8167,-0.65063
1225,-4.7781,0.3974,-1.7104,6.2109
1226,2.1437,-1.6677,-1.4446,-0.47241
1227,4.1157,-0.37199,-0.36038,3.1143
1228,-8.182,-1.6017,-4.1958,12.1291
1229,6.4022,-0.98363,3.8832,-2.432
1230,-6.9757,-0.12889,-1.9551,5.5383
1231,-4.6146,-0.23751,3.3397,3.9823
1232,0.74483,0.753,4.1962,0.83256
1233,1.707,1.4926,4.7926,-0.051701
1234,-3.4144,-0.2026,3.1887,2.7742
1235,11.9624,-7.7853,-2.2153,0.078538
1236,0.7097,-0.4444,0.3798,0.7572
1237,-4.4553,-0.9888,0.32924,4.5718
1238,6.7933,-7.5887,-6.651,0.68604
1239,1.3077,1.6556,3.5594,1.291
1240,1.9016,0.065071,1.3183,-3.3111
1241,8.008,-1.3069,2.614,-3.7258
1242,7.9128,-2.1953,1.5701,0.29018
1243,10.3008,-4.3534,5.6084,-4.8003
1244,6.1974,-1.131,-0.062025,1.099
1245,0.51514,1.106,4.0405,1.0279
1246,-1.0513,0.77369,0.030219,1.4024
1247,0.97452,0.81377,1.8994,4.2265
1248,-1.2541,0.36378,-2.2183,2.9986
1249,2.8472,0.6017,0.80355,4.3439
1250,0.57722,1.2133,2.805,1.3424
1251,-12.8462,-3.1353,-3.8858,12.7957
1252,-2.5164,-0.79742,1.8967,2.8093
1253,7.9459,-3.3409,0.14783,1.0742
1254,3.319,-1.9948,-1.3971,-1.3927
1255,-5.8231,1.212,-1.7479,5.8699
1256,2.8079,-1.2035,-0.88728,-3.1432
1257,3.3997,-4.2655,0.025013,-4.4327
1258,-5.5603,0.903,-0.70867,4.0483
1259,7.2796,-1.144,3.6575,-2.2692
1260,-0.24428,-0.45863,-2.456,1.4041
1261,8.0991,-3.2698,2.2546,-0.24877
1262,7.8859,-1.8384,-1.8584,-1.6643
1263,-2.2536,0.61981,-1.4174,1.518
1264,8.7323,-0.96682,3.0948,-2.9007
1265,9.6593,-1.6638,0.66191,-0.28819
1266,0.43651,-0.3151,2.0153,4.5864
1267,-3.9359,-0.017686,4.1529,2.8633
1268,2.0278,-1.2746,-0.89542,-2.3652
1269,7.9273,-2.1694,1.5673,-0.056842
1270,10.1456,-4.5629,3.8117,-4.0463
1271,5.0096,-6.3862,0.25943,-5.0394
1272,9.1565,-0.80647,1.1676,-2.0867
1273,-8.1158,-1.2112,-1.786,7.0858
1274,-0.65814,1.1952,-2.5419,2.6842
1275,5.0096,0.43878,5.807,-2.2384
1276,-0.68504,-0.44829,-2.3142,1.9833
1277,-0.053911,-1.3509,0.72252,5.6703
1278,-8.3124,-1.4375,-4.0173,12.4547
1279,9.1213,-5.9181,-5.3857,-0.41929
1280,-9.5002,-0.12889,-1.9966,9.682
1281,1.8022,-2.3931,-3.2778,0.1805
1282,-4.8836,-0.5776,4.3239,3.4356
1283,3.4328,-2.3789,-1.7697,-1.2144
1284,8.726,-0.57242,3.404,-2.9915
1285,12.6059,-5.7888,-2.3983,2.9464
1286,12.9515,-5.9426,-2.343,3.3285
1287,6.1663,-0.36553,5.9374,-2.5905
1288,6.3257,-6.6241,-5.525,0.89768
1289,1.5477,1.9284,5.4944,0.041694
1290,-6.7894,-0.32544,-1.8969,5.2761
1291,2.9941,0.30688,3.6702,0.85141
1292,9.1296,-5.8224,0.19081,-3.725
1293,-2.2184,0.89394,-1.4904,1.6054
1294,-6.6073,-0.41984,-1.9983,4.8254
1295,-12.8131,-1.9082,-2.6649,12.6689
1296,9.5662,-7.5034,-0.7869,-3.7867
1297,7.8859,-1.8384,-1.8584,-1.6643
1298,-0.024941,-0.56208,0.5706,1.2421
1299,7.6045,-0.85302,4.9362,-2.3429
1300,0.54204,0.6586,-0.40804,-0.52725
1301,9.0385,-1.2991,2.2928,-3.2417
1302,1.9595,-0.12243,1.5077,-3.0584
1303,0.21303,1.2095,5.0691,0.20278
1304,-0.67263,0.85774,-3.0201,2.7056
1305,0.94348,1.234,2.0911,4.5512
1306,0.46341,2.0202,4.3634,1.4281
1307,-10.868,-1.4116,-2.0545,9.4926
1308,3.3604,-4.0431,0.47368,-4.5064
1309,-12.4923,-0.47027,-3.5713,14.8881
1310,2.93,-2.6737,0.062525,-3.5467
1311,-0.062188,-0.055186,-3.0265,0.68604
1312,0.78415,1.7008,3.8584,1.1033
1313,3.6667,-1.2474,-2.3147,-0.6969
1314,6.932,0.23447,3.2704,-1.0456
1315,-6.4169,1.0323,-0.97325,5.6026
1316,2.9134,-0.12243,2.5331,-0.822
1317,-2.0901,0.71162,-1.6706,1.584
1318,-5.6968,0.37671,-2.7769,5.9179
1319,9.5662,-7.5034,-0.78689,-3.7867
1320,9.1709,-1.2047,2.8521,-3.6461
1321,3.677,-2.0711,0.6212,-4.0771
1322,2.2326,1.5534,4.8077,-0.26334
1323,7.7845,-2.6608,1.0009,-0.28219
1324,10.189,-4.978,3.5156,-4.2759
1325,9.7483,-1.6134,-0.016103,0.15394
1326,5.978,-0.3526,0.77765,1.1941
1327,-3.0337,0.20214,3.8846,2.5334
1328,4.8979,-5.0801,-3.8826,-0.92311
1329,-5.8127,-0.52846,-4.5046,10.8867
1330,0.23579,1.3258,1.3451,-1.8785
1331,0.10129,-0.2957,-3.3125,0.55323
1332,5.4048,-0.89958,3.4092,-2.5228
1333,3.1348,0.58489,2.6799,0.34073
1334,-4.8795,-0.029324,4.3846,3.3662
1335,8.5708,-0.59182,3.4916,-3.0326
1336,-1.4734,0.44653,-1.2568,2.8718
1337,3.2569,-3.2944,-0.87834,-3.6778
1338,1.4732,-0.58535,0.24394,-1.4192
1339,0.39098,0.42843,0.11806,-0.98223
1340,0.35788,1.2004,4.3937,2.0416
1341,-0.73884,-0.72371,2.1721,5.4672
1342,3.2797,1.1189,5.086,-1.2701
1343,10.4022,-4.7582,4.0713,-4.1722
1344,9.3986,-5.3336,-1.0401,0.85998
1345,1.5891,0.42455,-1.2576,7.0078
1346,1.1318,0.96118,4.223,0.72202
1347,1.854,1.2314,3.931,-0.023425
1348,-0.14703,-0.15605,-0.4294,0.044265
1349,1.9181,-0.61768,0.20216,-3.2828
1350,0.65378,0.39998,0.50225,-1.1793
1351,2.9486,0.7155,0.44125,4.3225
1352,2.9072,0.40774,3.5127,1.0579
1353,6.8409,0.44912,2.5089,-0.029423
1354,0.22751,0.97282,4.2027,0.96108
1355,5.7587,-0.61251,3.2032,-0.75345
1356,-6.6384,-0.10691,-1.522,5.7491
1357,2.8679,-2.2612,-0.50816,-1.8108
1358,-6.5721,-0.94354,-1.5951,4.7689
1359,3.021,-2.4241,-2.1652,-2.4132
1360,2.3382,-1.0431,-0.46651,-2.9812
1361,9.1089,-1.7129,1.0182,-0.62064
1362,2.8762,-1.2086,-3.518,0.1548
1363,-2.7005,0.36636,4.0215,2.4957
1364,-7.5757,-0.57889,-3.1875,11.8678
1365,8.7943,-1.3754,2.9736,-3.6359
1366,-3.3379,-0.54785,3.0242,2.5865
1367,2.3444,-0.40173,-2.9786,0.52667
1368,5.978,-1.1621,-0.39816,1.3912
1369,6.0463,-0.58665,2.9233,-0.11168
1370,-6.8101,-0.60216,2.0922,8.4636
1371,1.378,0.85774,2.1948,1.1582
1372,-3.373,0.55257,4.6439,2.5976
